input,output
"[2130.0, 592.0, 87.0, 96.0, 2.0, 1.0, 27.0, 68.0, 210.0, 10.0, 81.0, 463.0, 19.0, 6.0, 206.0, 26.0, 37.0, 396.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2152.0, 891.0, 122.0, 142.0, 6.0, 2.0, 21.0, 117.0, 191.0, 25.0, 248.0, 683.0, 18.0, 12.0, 181.0, 54.0, 38.0, 445.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1968.0, 1596.0, 88.0, 117.0, 1.0, 0.0, 24.0, 79.0, 150.0, 16.0, 80.0, 505.0, 16.0, 16.0, 194.0, 33.0, 70.0, 482.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1852.0, 867.0, 71.0, 88.0, 2.0, 1.0, 16.0, 74.0, 166.0, 11.0, 86.0, 380.0, 22.0, 26.0, 214.0, 47.0, 228.0, 392.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1707.0, 503.0, 66.0, 95.0, 1.0, 0.0, 15.0, 81.0, 162.0, 22.0, 64.0, 647.0, 14.0, 18.0, 181.0, 26.0, 20.0, 304.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1629.0, 715.0, 50.0, 71.0, 0.0, 0.0, 23.0, 57.0, 142.0, 13.0, 60.0, 337.0, 10.0, 18.0, 252.0, 21.0, 31.0, 284.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[2036.0, 592.0, 95.0, 93.0, 1.0, 0.0, 28.0, 86.0, 138.0, 16.0, 71.0, 796.0, 18.0, 18.0, 164.0, 26.0, 33.0, 363.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2053.0, 478.0, 85.0, 98.0, 1.0, 0.0, 15.0, 68.0, 233.0, 15.0, 65.0, 459.0, 8.0, 11.0, 173.0, 29.0, 37.0, 576.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1975.0, 515.0, 86.0, 111.0, 3.0, 0.0, 17.0, 71.0, 162.0, 10.0, 81.0, 562.0, 13.0, 15.0, 187.0, 49.0, 29.0, 373.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2130.0, 470.0, 125.0, 158.0, 0.0, 0.0, 31.0, 70.0, 196.0, 16.0, 64.0, 1321.0, 19.0, 20.0, 303.0, 89.0, 37.0, 313.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1999.0, 503.0, 106.0, 146.0, 1.0, 1.0, 12.0, 60.0, 185.0, 27.0, 60.0, 626.0, 17.0, 16.0, 180.0, 46.0, 32.0, 337.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2004.0, 465.0, 270.0, 279.0, 0.0, 3.0, 19.0, 91.0, 219.0, 20.0, 63.0, 5905.0, 14.0, 21.0, 211.0, 31.0, 30.0, 274.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1724.0, 410.0, 217.0, 256.0, 2.0, 2.0, 23.0, 57.0, 151.0, 10.0, 62.0, 2430.0, 21.0, 17.0, 222.0, 55.0, 17.0, 285.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2166.0, 601.0, 789.0, 840.0, 1.0, 4.0, 22.0, 97.0, 184.0, 12.0, 70.0, 26698.0, 16.0, 10.0, 165.0, 55.0, 20.0, 407.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0
"[2356.0, 505.0, 515.0, 503.0, 1.0, 2.0, 22.0, 70.0, 194.0, 24.0, 70.0, 4065.0, 19.0, 10.0, 323.0, 40.0, 23.0, 333.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0
"[2301.0, 477.0, 290.0, 388.0, 0.0, 1.0, 43.0, 58.0, 175.0, 26.0, 69.0, 2014.0, 18.0, 14.0, 162.0, 33.0, 56.0, 330.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[2189.0, 492.0, 214.0, 234.0, 1.0, 1.0, 33.0, 57.0, 172.0, 13.0, 71.0, 1160.0, 23.0, 19.0, 220.0, 52.0, 255.0, 308.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1981.0, 492.0, 152.0, 178.0, 0.0, 0.0, 26.0, 63.0, 168.0, 19.0, 81.0, 815.0, 19.0, 14.0, 328.0, 62.0, 37.0, 354.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1798.0, 439.0, 165.0, 171.0, 2.0, 0.0, 24.0, 69.0, 159.0, 15.0, 74.0, 911.0, 16.0, 16.0, 190.0, 57.0, 38.0, 260.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1534.0, 479.0, 112.0, 146.0, 0.0, 0.0, 19.0, 59.0, 146.0, 14.0, 78.0, 884.0, 16.0, 10.0, 236.0, 32.0, 20.0, 278.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2197.0, 533.0, 111.0, 132.0, 0.0, 1.0, 8.0, 88.0, 153.0, 14.0, 71.0, 677.0, 14.0, 18.0, 153.0, 34.0, 20.0, 360.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2223.0, 510.0, 92.0, 118.0, 2.0, 0.0, 25.0, 69.0, 162.0, 20.0, 91.0, 625.0, 21.0, 11.0, 355.0, 34.0, 43.0, 316.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2506.0, 571.0, 79.0, 110.0, 2.0, 0.0, 33.0, 70.0, 191.0, 31.0, 73.0, 577.0, 13.0, 24.0, 207.0, 33.0, 32.0, 355.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[3065.0, 442.0, 92.0, 77.0, 0.0, 1.0, 24.0, 70.0, 160.0, 16.0, 107.0, 541.0, 26.0, 13.0, 323.0, 46.0, 34.0, 340.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2492.0, 456.0, 92.0, 74.0, 2.0, 0.0, 33.0, 62.0, 196.0, 32.0, 79.0, 622.0, 8.0, 14.0, 197.0, 39.0, 36.0, 339.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2213.0, 417.0, 85.0, 100.0, 2.0, 0.0, 38.0, 82.0, 155.0, 11.0, 202.0, 734.0, 18.0, 25.0, 180.0, 35.0, 25.0, 311.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1816.0, 418.0, 90.0, 81.0, 3.0, 0.0, 26.0, 62.0, 124.0, 9.0, 81.0, 449.0, 13.0, 19.0, 187.0, 41.0, 43.0, 297.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[2239.0, 523.0, 71.0, 75.0, 7.0, 2.0, 30.0, 84.0, 141.0, 12.0, 99.0, 487.0, 18.0, 19.0, 217.0, 27.0, 44.0, 440.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2118.0, 524.0, 64.0, 102.0, 2.0, 0.0, 28.0, 51.0, 165.0, 19.0, 265.0, 584.0, 26.0, 22.0, 336.0, 44.0, 45.0, 384.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2095.0, 429.0, 70.0, 79.0, 2.0, 0.0, 23.0, 70.0, 160.0, 22.0, 87.0, 517.0, 19.0, 30.0, 229.0, 48.0, 35.0, 355.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1954.0, 476.0, 48.0, 62.0, 2.0, 1.0, 35.0, 67.0, 168.0, 20.0, 61.0, 628.0, 20.0, 16.0, 163.0, 48.0, 46.0, 322.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1861.0, 450.0, 62.0, 82.0, 2.0, 1.0, 34.0, 70.0, 153.0, 20.0, 75.0, 501.0, 16.0, 11.0, 323.0, 46.0, 38.0, 401.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1993.0, 461.0, 59.0, 74.0, 2.0, 1.0, 30.0, 72.0, 172.0, 12.0, 70.0, 463.0, 29.0, 19.0, 150.0, 62.0, 41.0, 344.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[2257.0, 440.0, 61.0, 49.0, 0.0, 0.0, 23.0, 74.0, 165.0, 15.0, 60.0, 417.0, 19.0, 26.0, 205.0, 99.0, 28.0, 297.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2182.0, 519.0, 42.0, 59.0, 1.0, 1.0, 38.0, 64.0, 155.0, 11.0, 69.0, 532.0, 9.0, 18.0, 176.0, 400.0, 35.0, 343.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[2.0, 95.0, 27.0, 1556.0, 5.0, 35.0, 495.0, 27.0, 31.0, 60.0, 97.0, 4378.0, 93.0, 290.0, 2130.0, 10.0, 178.0, 685.0, 3.0, 147.0, 7.0, 95.0, 618.0, 15.0, 26.0, 112.0, 149.0, 16.0, 506.0, 76.0]",0.0
"[4.0, 120.0, 34.0, 1981.0, 1.0, 30.0, 658.0, 33.0, 36.0, 66.0, 84.0, 4792.0, 76.0, 326.0, 2432.0, 11.0, 192.0, 675.0, 0.0, 170.0, 15.0, 113.0, 674.0, 7.0, 34.0, 156.0, 190.0, 9.0, 623.0, 49.0]",0.0
"[5.0, 113.0, 28.0, 1800.0, 0.0, 38.0, 643.0, 34.0, 62.0, 62.0, 122.0, 4872.0, 75.0, 315.0, 2623.0, 14.0, 183.0, 725.0, 3.0, 184.0, 12.0, 81.0, 628.0, 9.0, 58.0, 156.0, 201.0, 14.0, 517.0, 61.0]",0.0
"[3.0, 138.0, 28.0, 1715.0, 2.0, 36.0, 562.0, 46.0, 61.0, 97.0, 112.0, 5710.0, 73.0, 321.0, 2567.0, 8.0, 204.0, 814.0, 2.0, 204.0, 28.0, 65.0, 663.0, 8.0, 45.0, 136.0, 210.0, 11.0, 600.0, 55.0]",2.0
"[4.0, 138.0, 42.0, 1776.0, 1.0, 33.0, 608.0, 44.0, 71.0, 85.0, 120.0, 4933.0, 60.0, 302.0, 2609.0, 14.0, 192.0, 654.0, 1.0, 217.0, 23.0, 61.0, 666.0, 15.0, 35.0, 160.0, 200.0, 9.0, 864.0, 48.0]",1.0
"[4.0, 135.0, 38.0, 1481.0, 2.0, 35.0, 496.0, 51.0, 67.0, 88.0, 112.0, 4259.0, 81.0, 275.0, 2321.0, 16.0, 206.0, 658.0, 1.0, 165.0, 14.0, 46.0, 635.0, 7.0, 37.0, 172.0, 272.0, 13.0, 506.0, 70.0]",0.0
"[5.0, 127.0, 31.0, 1526.0, 1.0, 30.0, 557.0, 28.0, 47.0, 78.0, 95.0, 4726.0, 69.0, 291.0, 2139.0, 13.0, 179.0, 629.0, 4.0, 157.0, 14.0, 48.0, 575.0, 14.0, 25.0, 116.0, 159.0, 10.0, 483.0, 60.0]",1.0
"[2.0, 141.0, 34.0, 1549.0, 4.0, 26.0, 529.0, 35.0, 28.0, 57.0, 77.0, 5159.0, 53.0, 294.0, 3668.0, 20.0, 169.0, 608.0, 0.0, 117.0, 13.0, 67.0, 508.0, 8.0, 34.0, 135.0, 154.0, 9.0, 495.0, 51.0]",2.0
"[4.0, 110.0, 33.0, 1689.0, 3.0, 31.0, 618.0, 33.0, 26.0, 65.0, 89.0, 5236.0, 86.0, 366.0, 4377.0, 11.0, 169.0, 750.0, 1.0, 124.0, 13.0, 52.0, 679.0, 20.0, 44.0, 144.0, 152.0, 10.0, 550.0, 67.0]",1.0
"[6.0, 164.0, 49.0, 1727.0, 9.0, 30.0, 656.0, 43.0, 55.0, 78.0, 103.0, 4815.0, 69.0, 287.0, 3696.0, 12.0, 211.0, 857.0, 7.0, 185.0, 17.0, 58.0, 697.0, 10.0, 33.0, 150.0, 195.0, 12.0, 784.0, 72.0]",1.0
"[8.0, 171.0, 32.0, 1583.0, 5.0, 29.0, 667.0, 41.0, 54.0, 83.0, 83.0, 4433.0, 91.0, 273.0, 2763.0, 14.0, 173.0, 702.0, 2.0, 188.0, 20.0, 50.0, 734.0, 4.0, 42.0, 127.0, 284.0, 14.0, 560.0, 62.0]",0.0
"[5.0, 145.0, 43.0, 1565.0, 3.0, 25.0, 572.0, 58.0, 67.0, 92.0, 119.0, 4465.0, 71.0, 356.0, 3003.0, 13.0, 210.0, 654.0, 3.0, 183.0, 14.0, 55.0, 616.0, 7.0, 40.0, 125.0, 256.0, 19.0, 820.0, 97.0]",2.0
"[3.0, 138.0, 29.0, 1679.0, 1.0, 36.0, 657.0, 39.0, 43.0, 66.0, 114.0, 4274.0, 85.0, 252.0, 2696.0, 7.0, 176.0, 765.0, 4.0, 235.0, 10.0, 52.0, 665.0, 5.0, 40.0, 124.0, 237.0, 13.0, 493.0, 92.0]",1.0
"[3.0, 138.0, 43.0, 1550.0, 1.0, 29.0, 469.0, 33.0, 40.0, 97.0, 101.0, 4367.0, 71.0, 282.0, 2362.0, 9.0, 178.0, 739.0, 0.0, 204.0, 8.0, 40.0, 909.0, 9.0, 31.0, 119.0, 178.0, 22.0, 498.0, 73.0]",3.0
"[2.0, 110.0, 22.0, 1477.0, 2.0, 45.0, 519.0, 18.0, 38.0, 63.0, 94.0, 4212.0, 68.0, 340.0, 2242.0, 19.0, 176.0, 767.0, 1.0, 162.0, 14.0, 53.0, 785.0, 6.0, 26.0, 117.0, 143.0, 21.0, 562.0, 64.0]",3.0
"[5.0, 104.0, 41.0, 1832.0, 3.0, 27.0, 592.0, 41.0, 40.0, 61.0, 174.0, 5085.0, 67.0, 318.0, 2505.0, 14.0, 222.0, 846.0, 2.0, 126.0, 28.0, 84.0, 791.0, 12.0, 31.0, 131.0, 155.0, 12.0, 728.0, 42.0]",1.0
"[8.0, 153.0, 30.0, 1564.0, 8.0, 29.0, 640.0, 47.0, 50.0, 89.0, 138.0, 4597.0, 65.0, 331.0, 2512.0, 12.0, 193.0, 749.0, 0.0, 184.0, 13.0, 65.0, 620.0, 11.0, 31.0, 109.0, 189.0, 18.0, 550.0, 74.0]",1.0
"[5.0, 142.0, 24.0, 1774.0, 1.0, 33.0, 597.0, 45.0, 41.0, 67.0, 139.0, 4310.0, 103.0, 349.0, 2581.0, 5.0, 175.0, 763.0, 1.0, 208.0, 15.0, 35.0, 620.0, 12.0, 30.0, 134.0, 190.0, 8.0, 581.0, 64.0]",1.0
"[9.0, 134.0, 34.0, 1676.0, 3.0, 31.0, 658.0, 48.0, 45.0, 72.0, 128.0, 4621.0, 64.0, 336.0, 2357.0, 7.0, 154.0, 703.0, 1.0, 246.0, 21.0, 32.0, 717.0, 7.0, 35.0, 131.0, 175.0, 11.0, 1074.0, 83.0]",1.0
"[0.0, 120.0, 28.0, 1591.0, 3.0, 26.0, 495.0, 46.0, 38.0, 62.0, 119.0, 4437.0, 128.0, 261.0, 2657.0, 27.0, 191.0, 724.0, 0.0, 220.0, 18.0, 36.0, 832.0, 5.0, 43.0, 129.0, 200.0, 17.0, 573.0, 44.0]",0.0
"[6.0, 123.0, 28.0, 1674.0, 3.0, 21.0, 774.0, 41.0, 36.0, 95.0, 107.0, 4531.0, 111.0, 265.0, 2575.0, 14.0, 195.0, 810.0, 2.0, 181.0, 18.0, 37.0, 1044.0, 8.0, 41.0, 152.0, 191.0, 6.0, 569.0, 53.0]",0.0
"[4.0, 109.0, 38.0, 1737.0, 2.0, 18.0, 872.0, 37.0, 21.0, 81.0, 80.0, 4497.0, 95.0, 270.0, 2570.0, 14.0, 216.0, 894.0, 3.0, 144.0, 10.0, 42.0, 670.0, 5.0, 46.0, 125.0, 139.0, 13.0, 553.0, 48.0]",1.0
"[3.0, 122.0, 36.0, 2050.0, 2.0, 38.0, 763.0, 45.0, 45.0, 73.0, 100.0, 5021.0, 88.0, 422.0, 2903.0, 10.0, 239.0, 1214.0, 2.0, 144.0, 10.0, 40.0, 771.0, 13.0, 32.0, 125.0, 152.0, 15.0, 654.0, 61.0]",1.0
"[4.0, 160.0, 50.0, 1938.0, 2.0, 20.0, 754.0, 47.0, 54.0, 70.0, 120.0, 4886.0, 116.0, 451.0, 2783.0, 11.0, 205.0, 900.0, 4.0, 238.0, 17.0, 76.0, 790.0, 7.0, 36.0, 130.0, 181.0, 19.0, 551.0, 68.0]",2.0
"[8.0, 170.0, 52.0, 1719.0, 6.0, 29.0, 801.0, 44.0, 52.0, 80.0, 121.0, 4604.0, 107.0, 359.0, 2804.0, 19.0, 296.0, 946.0, 6.0, 238.0, 18.0, 38.0, 751.0, 9.0, 47.0, 225.0, 208.0, 19.0, 614.0, 88.0]",2.0
"[5.0, 142.0, 40.0, 1684.0, 3.0, 34.0, 685.0, 46.0, 54.0, 70.0, 119.0, 4751.0, 78.0, 270.0, 2717.0, 15.0, 183.0, 857.0, 3.0, 191.0, 12.0, 39.0, 623.0, 6.0, 25.0, 145.0, 203.0, 19.0, 632.0, 74.0]",1.0
"[3.0, 127.0, 39.0, 1741.0, 2.0, 34.0, 605.0, 33.0, 45.0, 81.0, 103.0, 4446.0, 71.0, 330.0, 2616.0, 9.0, 189.0, 851.0, 2.0, 226.0, 4.0, 45.0, 633.0, 10.0, 45.0, 145.0, 208.0, 13.0, 567.0, 71.0]",1.0
"[6.0, 121.0, 36.0, 1656.0, 2.0, 36.0, 498.0, 33.0, 47.0, 65.0, 100.0, 4461.0, 51.0, 298.0, 2485.0, 9.0, 164.0, 832.0, 3.0, 245.0, 15.0, 42.0, 668.0, 8.0, 40.0, 110.0, 173.0, 17.0, 522.0, 49.0]",0.0
"[3.0, 117.0, 21.0, 1717.0, 2.0, 29.0, 601.0, 32.0, 34.0, 64.0, 81.0, 4310.0, 65.0, 322.0, 2377.0, 16.0, 146.0, 933.0, 2.0, 420.0, 11.0, 38.0, 699.0, 7.0, 25.0, 113.0, 120.0, 17.0, 545.0, 58.0]",0.0
"[7.0, 102.0, 39.0, 1921.0, 1.0, 21.0, 635.0, 35.0, 43.0, 74.0, 100.0, 4932.0, 74.0, 356.0, 3394.0, 7.0, 176.0, 994.0, 2.0, 427.0, 10.0, 50.0, 827.0, 11.0, 31.0, 141.0, 151.0, 18.0, 604.0, 57.0]",0.0
"[3.0, 138.0, 23.0, 2134.0, 1.0, 23.0, 626.0, 41.0, 63.0, 81.0, 111.0, 4365.0, 70.0, 370.0, 2848.0, 13.0, 214.0, 903.0, 2.0, 353.0, 7.0, 35.0, 685.0, 8.0, 44.0, 133.0, 171.0, 13.0, 655.0, 65.0]",0.0
"[5.0, 147.0, 20.0, 1772.0, 4.0, 30.0, 647.0, 51.0, 51.0, 95.0, 98.0, 4350.0, 73.0, 306.0, 2861.0, 13.0, 173.0, 822.0, 3.0, 273.0, 10.0, 55.0, 724.0, 6.0, 32.0, 135.0, 181.0, 19.0, 649.0, 72.0]",2.0
"[3.0, 149.0, 37.0, 1647.0, 5.0, 38.0, 541.0, 38.0, 69.0, 68.0, 123.0, 4537.0, 64.0, 289.0, 2774.0, 14.0, 194.0, 2399.0, 1.0, 265.0, 18.0, 39.0, 804.0, 10.0, 25.0, 142.0, 166.0, 13.0, 580.0, 76.0]",0.0
"[5.0, 119.0, 26.0, 1576.0, 3.0, 32.0, 600.0, 53.0, 61.0, 57.0, 102.0, 4098.0, 47.0, 317.0, 2497.0, 14.0, 219.0, 1123.0, 1.0, 247.0, 8.0, 42.0, 695.0, 6.0, 42.0, 142.0, 182.0, 14.0, 546.0, 69.0]",0.0
"[8.0, 125.0, 26.0, 1825.0, 1.0, 23.0, 558.0, 47.0, 47.0, 62.0, 104.0, 4129.0, 64.0, 361.0, 2582.0, 11.0, 228.0, 1049.0, 0.0, 223.0, 20.0, 73.0, 728.0, 21.0, 35.0, 134.0, 121.0, 27.0, 621.0, 71.0]",0.0
"[1.0, 117.0, 22.0, 1710.0, 2.0, 26.0, 569.0, 27.0, 32.0, 50.0, 65.0, 4489.0, 77.0, 318.0, 2500.0, 14.0, 213.0, 926.0, 1.0, 198.0, 16.0, 63.0, 728.0, 10.0, 34.0, 148.0, 127.0, 17.0, 557.0, 65.0]",0.0
"[2.0, 134.0, 37.0, 2077.0, 1.0, 37.0, 613.0, 36.0, 44.0, 75.0, 184.0, 5181.0, 81.0, 496.0, 3551.0, 6.0, 270.0, 1075.0, 5.0, 216.0, 16.0, 69.0, 839.0, 14.0, 40.0, 200.0, 161.0, 16.0, 707.0, 48.0]",1.0
"[5.0, 119.0, 41.0, 1751.0, 2.0, 34.0, 616.0, 47.0, 47.0, 79.0, 114.0, 4556.0, 70.0, 456.0, 3145.0, 5.0, 235.0, 825.0, 2.0, 257.0, 8.0, 43.0, 657.0, 10.0, 44.0, 139.0, 240.0, 11.0, 580.0, 46.0]",0.0
"[3.0, 128.0, 32.0, 1813.0, 2.0, 28.0, 617.0, 40.0, 55.0, 64.0, 88.0, 4679.0, 81.0, 462.0, 2765.0, 8.0, 235.0, 869.0, 2.0, 218.0, 9.0, 40.0, 677.0, 16.0, 37.0, 158.0, 196.0, 14.0, 560.0, 50.0]",0.0
"[2.0, 153.0, 43.0, 2053.0, 2.0, 31.0, 552.0, 45.0, 54.0, 95.0, 112.0, 4839.0, 74.0, 374.0, 2674.0, 13.0, 338.0, 1044.0, 2.0, 223.0, 15.0, 44.0, 885.0, 9.0, 40.0, 132.0, 190.0, 12.0, 525.0, 79.0]",0.0
"[5.0, 122.0, 27.0, 1775.0, 6.0, 14.0, 573.0, 38.0, 34.0, 62.0, 127.0, 4690.0, 56.0, 344.0, 2509.0, 13.0, 262.0, 831.0, 3.0, 233.0, 9.0, 26.0, 678.0, 8.0, 53.0, 133.0, 189.0, 16.0, 556.0, 70.0]",0.0
"[6.0, 124.0, 23.0, 1886.0, 4.0, 28.0, 473.0, 43.0, 47.0, 68.0, 108.0, 4564.0, 59.0, 270.0, 2304.0, 9.0, 254.0, 782.0, 2.0, 188.0, 11.0, 34.0, 717.0, 13.0, 32.0, 134.0, 182.0, 21.0, 537.0, 67.0]",1.0
"[6.0, 102.0, 29.0, 1774.0, 2.0, 36.0, 522.0, 36.0, 30.0, 86.0, 77.0, 4260.0, 60.0, 417.0, 2237.0, 11.0, 224.0, 837.0, 1.0, 149.0, 19.0, 44.0, 654.0, 11.0, 29.0, 126.0, 149.0, 20.0, 571.0, 54.0]",0.0
"[5.0, 112.0, 42.0, 4828.0, 4.0, 23.0, 591.0, 40.0, 37.0, 84.0, 87.0, 4779.0, 75.0, 392.0, 2650.0, 14.0, 300.0, 937.0, 0.0, 176.0, 16.0, 46.0, 846.0, 13.0, 45.0, 180.0, 157.0, 14.0, 660.0, 45.0]",1.0
"[4.0, 142.0, 35.0, 2042.0, 2.0, 30.0, 627.0, 49.0, 61.0, 76.0, 113.0, 4702.0, 81.0, 373.0, 2529.0, 8.0, 238.0, 833.0, 1.0, 208.0, 16.0, 46.0, 792.0, 10.0, 42.0, 203.0, 235.0, 21.0, 531.0, 72.0]",0.0
"[6.0, 139.0, 41.0, 2098.0, 7.0, 36.0, 542.0, 37.0, 49.0, 83.0, 132.0, 4759.0, 98.0, 371.0, 2647.0, 12.0, 290.0, 1080.0, 0.0, 218.0, 15.0, 37.0, 755.0, 5.0, 50.0, 174.0, 218.0, 24.0, 597.0, 83.0]",1.0
"[11.0, 152.0, 23.0, 1780.0, 0.0, 32.0, 535.0, 65.0, 63.0, 76.0, 115.0, 4323.0, 79.0, 332.0, 2608.0, 15.0, 271.0, 1020.0, 2.0, 221.0, 13.0, 37.0, 629.0, 8.0, 32.0, 130.0, 187.0, 18.0, 546.0, 73.0]",1.0
"[6.0, 121.0, 33.0, 1817.0, 7.0, 27.0, 500.0, 58.0, 44.0, 65.0, 125.0, 4849.0, 57.0, 332.0, 2559.0, 13.0, 261.0, 751.0, 1.0, 216.0, 16.0, 17.0, 698.0, 10.0, 39.0, 130.0, 177.0, 11.0, 573.0, 56.0]",0.0
"[2.0, 133.0, 32.0, 1707.0, 3.0, 24.0, 480.0, 43.0, 44.0, 91.0, 82.0, 4248.0, 59.0, 288.0, 2280.0, 17.0, 198.0, 764.0, 1.0, 158.0, 12.0, 23.0, 674.0, 9.0, 42.0, 124.0, 141.0, 14.0, 567.0, 47.0]",0.0
"[1.0, 105.0, 37.0, 1538.0, 1.0, 15.0, 501.0, 27.0, 37.0, 55.0, 70.0, 4422.0, 60.0, 308.0, 2145.0, 11.0, 218.0, 926.0, 0.0, 159.0, 14.0, 25.0, 701.0, 7.0, 50.0, 145.0, 172.0, 19.0, 468.0, 49.0]",1.0
"[2.0, 136.0, 23.0, 1942.0, 2.0, 22.0, 553.0, 45.0, 51.0, 82.0, 103.0, 5344.0, 59.0, 314.0, 2369.0, 7.0, 281.0, 863.0, 8.0, 175.0, 14.0, 25.0, 788.0, 7.0, 37.0, 161.0, 164.0, 18.0, 590.0, 53.0]",1.0
"[8.0, 163.0, 50.0, 1923.0, 3.0, 27.0, 688.0, 64.0, 73.0, 133.0, 123.0, 5504.0, 66.0, 322.0, 2635.0, 16.0, 251.0, 926.0, 3.0, 237.0, 16.0, 37.0, 824.0, 21.0, 57.0, 177.0, 196.0, 27.0, 586.0, 60.0]",1.0
"[10.0, 132.0, 26.0, 2008.0, 6.0, 28.0, 1468.0, 46.0, 63.0, 110.0, 145.0, 5171.0, 74.0, 314.0, 2749.0, 25.0, 305.0, 909.0, 0.0, 208.0, 25.0, 26.0, 752.0, 12.0, 50.0, 184.0, 206.0, 17.0, 608.0, 68.0]",1.0
